FRED_DATA_FILE
FILETYPE= Grid2D
DATATYPE= Double
VERSION= 2
PHYSICAL_MEANING= Irradiance
TITLE= "Irradiance"
INFO= "Produced by Detector Entity Node:  "SNSPD" [21]"
DATAUNITS= "Power/Area"
FRED_FILENAME= "blackbody-studies.frd"
DATETIME= "Tuesday, July 23, 2024 22:44:15 (Central Daylight Time)"
ORIGIN_POSITION= 0 0 -0.02
BINARY= FALSE
HOLE_VALUE= 1e+308
!------------------------------------------------------------------------
A_AXIS_MIN= -0.005
A_AXIS_MAX= 0.005
A_AXIS_DIM= 21
A_AXIS_LABEL= "Local X Axis"
A_AXIS_TYPE= Spatial
A_AXIS_UNITS= mm
A_AXIS_DIR= 1 0 0
!------------------------------------------------------------------------
B_AXIS_MIN= -0.005
B_AXIS_MAX= 0.005
B_AXIS_DIM= 21
B_AXIS_LABEL= "Local Y Axis"
B_AXIS_TYPE= Spatial
B_AXIS_UNITS= mm
B_AXIS_DIR= 0 1 0
!------------------------------------------------------------------------
DEA_TIMING= At Trace End
NUMBER_OF_RAYS_USED= 5652
DEA_SIDEDNESS= Both Sides
BeginData
 0.573299998687219 0.529199998788202 0.440999998990169 0.132299999697051 0.881999997980337 0.70559999838427 0.529199998788202 0.529199998788202 0.440999998990169 0.485099998889185 0.529199998788202 0.573299998687219 0.70559999838427 0.617399998586236 0.440999998990169 0.529199998788202 0.440999998990169 0.70559999838427 0.573299998687219 0.529199998788202 0.70559999838427
 0.440999998990169 0.220499999495084 0.573299998687219 0.485099998889185 0.485099998889185 0.485099998889185 0.617399998586236 0.440999998990169 0.529199998788202 0.440999998990169 0.661499998485253 0.573299998687219 0.529199998788202 0.396899999091152 0.396899999091152 0.70559999838427 0.70559999838427 0.352799999192135 0.396899999091152 0.661499998485253 0.529199998788202
 0.529199998788202 0.749699998283286 0.529199998788202 0.396899999091152 0.485099998889185 0.83789999808132 0.485099998889185 0.661499998485253 1.0583999975764 1.01429999767739 0.661499998485253 0.617399998586236 0.661499998485253 0.220499999495084 0.617399998586236 0.396899999091152 0.485099998889185 0.308699999293118 0.661499998485253 0.661499998485253 0.352799999192135
 0.70559999838427 0.264599999394101 0.440999998990169 0.573299998687219 0.617399998586236 0.485099998889185 0.661499998485253 0.396899999091152 0.396899999091152 0.396899999091152 0.485099998889185 0.529199998788202 0.352799999192135 0.264599999394101 0.440999998990169 0.617399998586236 0.485099998889185 0.529199998788202 0.440999998990169 0.529199998788202 0.308699999293118
 0.220499999495084 0.485099998889185 0.617399998586236 0.749699998283286 0.83789999808132 0.485099998889185 0.749699998283286 0.749699998283286 0.485099998889185 0.396899999091152 0.485099998889185 0.440999998990169 0.529199998788202 0.396899999091152 0.70559999838427 0.440999998990169 0.440999998990169 0.308699999293118 0.352799999192135 0.749699998283286 0.70559999838427
 0.396899999091152 0.661499998485253 0.485099998889185 0.485099998889185 0.529199998788202 0.529199998788202 0.352799999192135 0.573299998687219 0.485099998889185 0.749699998283286 0.661499998485253 0.396899999091152 0.396899999091152 0.396899999091152 0.529199998788202 0.485099998889185 0.661499998485253 0.485099998889185 0.661499998485253 0.793799998182303 0.617399998586236
 0.396899999091152 0.220499999495084 0.396899999091152 0.573299998687219 0.97019999777837 0.485099998889185 0.83789999808132 0.396899999091152 0.749699998283286 0.440999998990169 0.749699998283286 0.617399998586236 0.617399998586236 0.881999997980337 0.132299999697051 0.617399998586236 0.485099998889185 0.529199998788202 0.83789999808132 0.573299998687219 0.396899999091152
 0.617399998586236 0.661499998485253 0.617399998586236 0.529199998788202 0.97019999777837 0.926099997879354 0.573299998687219 0.70559999838427 0.70559999838427 0.264599999394101 0.485099998889185 0.529199998788202 0.529199998788202 0.529199998788202 0.70559999838427 0.83789999808132 0.485099998889185 0.661499998485253 0.573299998687219 0.617399998586236 0.83789999808132
 0.661499998485253 0.529199998788202 0.661499998485253 0.440999998990169 0.308699999293118 0.70559999838427 0.396899999091152 0.749699998283286 0.617399998586236 0.529199998788202 0.352799999192135 0.661499998485253 0.749699998283286 0.617399998586236 0.485099998889185 0.617399998586236 0.573299998687219 0.529199998788202 0.749699998283286 0.881999997980337 0.308699999293118
 0.793799998182303 0.573299998687219 0.926099997879354 0.396899999091152 0.573299998687219 0.661499998485253 0.352799999192135 0.749699998283286 0.440999998990169 0.573299998687219 0.661499998485253 0.573299998687219 0.308699999293118 0.573299998687219 0.617399998586236 0.749699998283286 0.440999998990169 0.440999998990169 0.440999998990169 0.70559999838427 0.70559999838427
 0.529199998788202 0.396899999091152 0.440999998990169 0.70559999838427 0.70559999838427 0.396899999091152 0.661499998485253 0.793799998182303 0.440999998990169 0.617399998586236 0.440999998990169 0.661499998485253 0.83789999808132 0.70559999838427 0.440999998990169 0.485099998889185 0.617399998586236 0.661499998485253 0.661499998485253 0.485099998889185 0.485099998889185
 0.573299998687219 0.881999997980337 0.617399998586236 0.440999998990169 0.529199998788202 0.573299998687219 0.440999998990169 0.529199998788202 0.264599999394101 0.440999998990169 0.749699998283286 0.70559999838427 0.573299998687219 0.440999998990169 0.661499998485253 0.308699999293118 0.573299998687219 0.396899999091152 0.485099998889185 0.485099998889185 0.529199998788202
 0.440999998990169 0.749699998283286 0.749699998283286 0.661499998485253 0.661499998485253 0.749699998283286 0.926099997879354 0.485099998889185 0.617399998586236 0.264599999394101 0.661499998485253 0.440999998990169 0.529199998788202 0.485099998889185 0.70559999838427 0.70559999838427 0.617399998586236 0.83789999808132 0.617399998586236 0.70559999838427 0.749699998283286
 0.485099998889185 0.440999998990169 0.749699998283286 0.396899999091152 0.440999998990169 0.308699999293118 0.308699999293118 0.440999998990169 0.793799998182303 0.529199998788202 0.396899999091152 0.661499998485253 0.749699998283286 0.440999998990169 0.440999998990169 0.440999998990169 0.70559999838427 0.661499998485253 0.573299998687219 0.573299998687219 0.661499998485253
